NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	181	0.3911123	1.2772894	0.03209629	0.22755305	0.967	1315	tags=28%, list=18%, signal=33%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	151	0.39122787	1.2660788	0.042296074	0.23696068	0.974	2533	tags=43%, list=35%, signal=64%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	93	0.39966047	1.2601713	0.09989806	0.2332218	0.978	2424	tags=37%, list=33%, signal=54%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	186	0.36498818	1.1961706	0.09246231	0.40029082	0.999	817	tags=22%, list=11%, signal=24%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	127	0.36296448	1.1631547	0.18439716	0.49318677	1.0	2138	tags=35%, list=29%, signal=49%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	123	0.35232246	1.135003	0.2284264	0.57044697	1.0	1720	tags=31%, list=23%, signal=40%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	34	0.40095487	1.1308964	0.31004366	0.55522794	1.0	476	tags=18%, list=6%, signal=19%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	130	0.34543625	1.1197207	0.24165824	0.5689549	1.0	2471	tags=43%, list=34%, signal=64%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	33	0.39925107	1.0871013	0.37136465	0.66945463	1.0	1549	tags=30%, list=21%, signal=38%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		137	0.32998198	1.0702363	0.34545454	0.7046583	1.0	1804	tags=31%, list=25%, signal=41%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT		172	0.32856464	1.062996	0.3486974	0.70070654	1.0	2622	tags=40%, list=36%, signal=61%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS		133	0.328683	1.0559264	0.39614996	0.6976333	1.0	3213	tags=50%, list=44%, signal=87%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS		54	0.3403421	1.019215	0.4640592	0.80423224	1.0	1544	tags=24%, list=21%, signal=30%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		32	0.36639285	1.0167655	0.4651163	0.7809476	1.0	871	tags=25%, list=12%, signal=28%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR		111	0.3105383	0.9796643	0.5365854	0.8828366	1.0	2639	tags=41%, list=36%, signal=64%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		27	0.35907763	0.9672187	0.5334873	0.89294267	1.0	2188	tags=41%, list=30%, signal=58%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY		144	0.29579476	0.9548238	0.60685486	0.9008346	1.0	1659	tags=24%, list=23%, signal=31%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1		156	0.28783444	0.9344205	0.65625	0.93026835	1.0	3405	tags=51%, list=46%, signal=94%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB		162	0.28144366	0.9132588	0.70665324	0.9546522	1.0	1571	tags=28%, list=21%, signal=35%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS		136	0.27306965	0.87462693	0.77967805	1.0	1.0	2348	tags=42%, list=32%, signal=60%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		28	0.32517785	0.8723174	0.688914	0.9901158	1.0	1267	tags=29%, list=17%, signal=34%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		82	0.27614924	0.85975736	0.7494866	0.9860963	1.0	2049	tags=33%, list=28%, signal=45%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING		160	0.26410785	0.85372466	0.8326653	0.96872705	1.0	2457	tags=38%, list=33%, signal=56%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		19	0.33830976	0.85113287	0.6902238	0.9467654	1.0	2579	tags=53%, list=35%, signal=81%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		138	0.26030177	0.84732294	0.80441326	0.9271805	1.0	2624	tags=35%, list=36%, signal=53%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		154	0.26135692	0.84260714	0.8452261	0.91039264	1.0	1500	tags=25%, list=20%, signal=30%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		81	0.26190364	0.8080582	0.8371369	0.93787366	1.0	1615	tags=23%, list=22%, signal=30%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY		145	0.2502904	0.801822	0.89616936	0.9216633	1.0	728	tags=14%, list=10%, signal=16%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION		150	0.22975396	0.7388548	0.94668007	0.9628224	1.0	676	tags=11%, list=9%, signal=12%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		169	0.20782265	0.67788804	0.98493975	0.9803231	1.0	801	tags=11%, list=11%, signal=12%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE		67	0.16919295	0.5226953	0.9979123	0.99719167	1.0	3246	tags=40%, list=44%, signal=72%	
