NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	28	0.42245823	1.1515986	0.2697517	0.53766423	1.0	2699	tags=57%, list=37%, signal=90%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	111	0.3557427	1.1470644	0.21036585	0.52587104	1.0	3255	tags=58%, list=44%, signal=102%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	154	0.34814408	1.1457629	0.17889448	0.5022141	1.0	2151	tags=38%, list=29%, signal=52%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	59	0.35489175	1.0817257	0.35630965	0.7385037	1.0	1800	tags=32%, list=25%, signal=42%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		146	0.32569626	1.0732682	0.33501005	0.7401032	1.0	1610	tags=29%, list=22%, signal=36%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		126	0.3229658	1.0508572	0.38235295	0.80274284	1.0	1395	tags=25%, list=19%, signal=31%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		111	0.32156923	1.0496134	0.38594705	0.7727376	1.0	2145	tags=34%, list=29%, signal=48%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		130	0.31537232	1.0429332	0.4087221	0.7678841	1.0	1959	tags=35%, list=27%, signal=47%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		31	0.37217465	1.0396987	0.4349776	0.74970984	1.0	1421	tags=29%, list=19%, signal=36%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN		109	0.3171421	1.0374966	0.42813456	0.7283289	1.0	2136	tags=36%, list=29%, signal=50%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		160	0.31036267	1.0292591	0.43731195	0.72975796	1.0	2092	tags=33%, list=29%, signal=44%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		32	0.3591056	1.0105762	0.46941045	0.76751494	1.0	1757	tags=31%, list=24%, signal=41%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1		156	0.30265468	1.0032507	0.5075681	0.7657249	1.0	2805	tags=45%, list=38%, signal=71%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		72	0.3191579	0.99998075	0.48958334	0.7512415	1.0	2182	tags=36%, list=30%, signal=51%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		27	0.36080456	0.98829395	0.5005714	0.76463497	1.0	1437	tags=30%, list=20%, signal=37%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS		54	0.3184447	0.9670932	0.55638295	0.80658054	1.0	2201	tags=43%, list=30%, signal=60%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		157	0.28737542	0.95547885	0.624498	0.8161424	1.0	1959	tags=27%, list=27%, signal=36%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		152	0.28674367	0.9504864	0.63773966	0.8065238	1.0	2438	tags=35%, list=33%, signal=51%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		86	0.29083154	0.92768615	0.63244355	0.8406632	1.0	1353	tags=21%, list=18%, signal=25%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		19	0.3593631	0.9163968	0.6049528	0.8446372	1.0	1500	tags=26%, list=20%, signal=33%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION		151	0.26287454	0.86842513	0.7802419	0.92545164	1.0	2695	tags=35%, list=37%, signal=54%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE		181	0.2455809	0.81848514	0.87625754	0.9892904	1.0	1176	tags=19%, list=16%, signal=22%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY		145	0.24949783	0.8155199	0.87158746	0.968502	1.0	1155	tags=20%, list=16%, signal=23%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		127	0.22417946	0.7325792	0.9390863	1.0	1.0	2407	tags=33%, list=33%, signal=48%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		138	0.208808	0.6935054	0.96686745	1.0	1.0	2376	tags=32%, list=32%, signal=46%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION		123	0.21038538	0.69160616	0.9541752	1.0	1.0	686	tags=8%, list=9%, signal=9%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN		147	0.2050727	0.6776336	0.97870183	1.0	1.0	1787	tags=19%, list=24%, signal=25%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		79	0.21097499	0.66810536	0.9508197	0.9849296	1.0	2566	tags=34%, list=35%, signal=52%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		93	0.1951017	0.6263183	0.9754601	0.9797805	1.0	1020	tags=12%, list=14%, signal=14%	
