"","sample_id","raw_score","ips_score","RSI","daaset","Cluster"
"130","SS_VUMC_OP_412",1.20357286068897,4,0.543216600000003,"BD2","OPC2"
"131","SS_VUMC_OP_2220",1.45809867302268,5,0.0329183000000013,"BD2","OPC2"
"132","SS_VUMC_OP_1693",1.14226858101776,4,0.201615400000003,"BD2","OPC3"
"133","SS_VUMC_OP_4935",0.989456563346502,3,0.0964299000000024,"BD2","OPC3"
"134","SS_VUMC_OP_4346",1.2727772997776,4,0.144618800000003,"BD2","OPC3"
"135","SS_VUMC_OP_592",0.735595497455842,2,0.203996000000003,"BD2","OPC2"
"136","SS_VUMC_OP_7466",1.05274304915889,4,-0.147281699999998,"BD2","OPC3"
"137","SS_VUMC_OP_924",1.73029564811634,6,0.0755867000000024,"BD2","OPC1"
"138","SS_VUMC_OP_9633",1.48743484732286,5,-0.168724399999999,"BD2","OPC1"
"139","SS_VUMC_OP_234",2.29578610446911,8,-0.0182751999999991,"BD2","OPC1"
"140","SS_VUMC_OP_5037",1.55909529173508,5,-0.0793170999999981,"BD2","OPC1"
"141","SS_VUMC_OP_4535",1.59000408599835,5,-0.0243453999999973,"BD2","OPC3"
"142","SS_VUMC_OP_5345",1.23895563811889,4,0.0672402000000027,"BD2","OPC3"
"143","SS_VUMC_OP_5024",1.09149760809015,4,0.0964299000000024,"BD2","OPC3"
"144","SS_VUMC_OP_7373",1.45552563060991,5,0.00294220000000271,"BD2","OPC3"
"145","SS_INT_0421",0.846803901836728,3,0.0171350000000027,"BD2","OPC3"
"146","SS_MAASTRO_5127",0.970011044431915,3,0.348976900000002,"BD2","OPC1"
"147","SS_INT_0375",1.21374155684332,4,0.177482600000003,"BD2","OPC2"
"148","SS_VUMC_OP_3134",1.63205702361396,5,0.150319300000002,"BD2","OPC1"
"149","SS_VUMC_OP_9077",1.76217217803811,6,0.110636800000003,"BD2","OPC1"
"150","SS_VUMC_OP_6689",1.09526749226627,4,0.0852581000000018,"BD2","OPC1"
"151","SS_VUMC_OP_6111",0.613470278392071,2,0.380020900000002,"BD2","OPC1"
"152","SS_VUMC_OP_159",0.992910706220954,3,-0.182767699999999,"BD2","OPC1"
"153","SS_VUMC_OP_4069",1.39138099043781,5,0.00886610000000185,"BD2","OPC1"
"154","SS_VUMC_OP_7250",1.42225609055631,5,0.0170985000000018,"BD2","OPC1"
"155","SS_VUMC_OP_1177",1.1041232370639,4,0.00728810000000185,"BD2","OPC3"
"156","SS_VUMC_OP_4687",1.18933041378065,4,0.0605747000000018,"BD2","OPC2"
"157","SS_VUMC_OP_8143",1.04075513177686,3,0.0926524000000027,"BD2","OPC3"
"158","SS_VUMC_OP_775",1.22993597061868,4,-0.0691828999999982,"BD2","OPC1"
"159","SS_VUMC_OP_9154",0.863088564211015,3,0.0480418000000015,"BD2","OPC1"
"160","SS_VUMC_OP_7942",1.15538990995924,4,-0.0711044999999976,"BD2","OPC1"
"161","SS_VUMC_OP_4610",1.72426454180066,6,0.243564500000002,"BD2","OPC1"
"162","SS_VUMC_OP_8564",1.69212803475374,6,-0.0243453999999973,"BD2","OPC2"
"163","SS_VUMC_OP_6933",1.22301581236849,4,-0.0400393999999978,"BD2","OPC3"
"164","SS_VUMC_OP_394",1.92471066016162,6,-0.0472737999999973,"BD2","OPC1"
"165","SS_VUMC_OP_6186",0.679333556397263,2,-0.0155294999999982,"BD2","OPC3"
"166","SS_MAASTRO_2927",0.970268927544441,3,0.0351194000000027,"BD2","OPC3"
"167","SS_MAASTRO_5588",0.690517288662403,2,0.0674106000000027,"BD2","OPC1"
"168","SS_MAASTRO_8664",1.62529638840933,5,-0.0687835999999973,"BD2","OPC1"
"169","SS_MAASTRO_588",0.94481374499269,3,-0.0472737999999973,"BD2","OPC3"
"170","SS_MAASTRO_7205",1.34496015769727,4,-0.186520799999998,"BD2","OPC1"
"171","SS_MAASTRO_1750",2.8268313128174,9,0.179994800000003,"BD2","OPC1"
"172","SS_MAASTRO_9171",1.8342065824316,6,0.510243500000003,"BD2","OPC3"
"173","SS_MAASTRO_4864",1.738032922053,6,0.0120520000000022,"BD2","OPC3"
"174","SS_MAASTRO_29",1.58643995796905,5,0.223368500000002,"BD2","OPC1"
"175","SS_MAASTRO_9580",1.05764433565894,4,0.109549900000002,"BD2","OPC3"
"176","SS_MAASTRO_1618",0.917781464053258,3,0.201675000000003,"BD2","OPC1"
"177","SS_MAASTRO_9627",1.85570240815475,6,0.0629686000000028,"BD2","OPC1"
"178","SS_INT_MI_0018",1.31862316561395,4,0.00562020000000271,"BD2","OPC2"
"179","SS_INT_0063",1.62103354036716,5,-0.0562659999999973,"BD2","OPC3"
"180","SS_INT_0435",1.41409482581231,5,0.0871015000000025,"BD2","OPC3"
"181","SS_MAASTRO_8050",0.867436704148297,3,0.149112600000003,"BD2","OPC3"
"182","SS_INT_0175",1.56195769136927,5,0.0341658000000027,"BD2","OPC1"
"183","SS_INT_0170",1.79595151962885,6,0.285868400000003,"BD2","OPC3"
"184","SS_INT_0242",1.530622889809,5,0.0337804000000027,"BD2","OPC1"
"185","SS_UDUS117",1.7767523536329,6,0.111328000000003,"BD2","OPC1"
"186","SS_MAASTRO_3171",1.5544436456172,5,0.00593120000000275,"BD2","OPC1"
"187","SS_UDUS121",1.97180788498154,7,0.164793400000003,"BD2","OPC1"
"188","SS_UDUS123",1.78272454945772,6,-0.0101369999999973,"BD2","OPC1"
"189","SS_UDUS124",1.06598008194534,4,0.0192781000000025,"BD2","OPC3"
"190","SS_UDUS126",1.15174812621148,4,0.308778300000003,"BD2","OPC3"
"191","SS_UDUS130",1.16181930204075,4,-0.0687223999999978,"BD2","OPC2"
"192","SS_UDUS149",1.6521404473599,6,-0.0358445999999973,"BD2","OPC1"
"193","SS_UDUS161",1.92704468926695,6,0.258790000000002,"BD2","OPC1"
"194","SS_UDUS162",1.20222520860119,4,0.0281774000000015,"BD2","OPC1"
"195","SS_UDUS163",0.690785973268611,2,-0.0372890999999988,"BD2","OPC2"
"196","SS_VUMC_OP_1651",1.6388537140573,5,-0.0431867999999973,"BD2","OPC1"
"197","SS_VUMC_OP_8155",0.857465422489663,3,0.136514100000002,"BD2","OPC2"
"198","SS_VUMC_OP_9259",1.27440293943229,4,-0.110948999999998,"BD2","OPC3"
"199","SS_VUMC_OP_6145",0.650016718146915,2,0.272204600000002,"BD2","OPC2"
"200","SS_VUMC_OP_6371",1.29942372574151,4,-0.0924281999999979,"BD2","OPC1"
"201","SS_VUMC_OP_6735",1.20873480812274,4,0.0313562000000028,"BD2","OPC1"
"202","SS_VUMC_OP_2069",1.70750110132283,6,-0.0200017999999973,"BD2","OPC1"
"203","SS_VUMC_OP_9036",1.00715029325558,3,-0.192597999999998,"BD2","OPC3"
"204","SS_VUMC_OP_3221",1.62700894465385,5,0.0120944000000027,"BD2","OPC1"
"205","SS_VUMC_OP_6895",1.73644437540108,6,-0.0562659999999973,"BD2","OPC1"
"206","SS_VUMC_OP_6471",1.62853182185173,5,-0.0505037999999973,"BD2","OPC1"
"207","SS_VUMC_OP_4615",1.1756694926622,4,0.167051100000001,"BD2","OPC2"
"208","SS_INT_0347",1.5942213812408,5,-0.116953699999998,"BD2","OPC1"
"209","SS_INT_0033",1.61237219422462,5,0.0995758000000021,"BD2","OPC3"
"210","SS_MAASTRO_8873",0.00104450009968637,0,0.280106200000003,"BD2","OPC1"
"211","SS_INT_0305",1.4258376237244,5,0.197342400000003,"BD2","OPC2"
"212","SS_MAASTRO_3831",0.823385962154945,3,-0.0746691999999978,"BD2","OPC1"
"213","SS_UDUS118",1.22629453218196,4,0.119924400000003,"BD2","OPC1"
"214","SS_MAASTRO_3190",1.41824973742709,5,0.0573084000000022,"BD2","OPC3"
"215","SS_MAASTRO_4749",0.968968039898708,3,0.0997128000000027,"BD2","OPC3"
"216","SS_MAASTRO_9564",1.89400060001424,6,0.00798140000000152,"BD2","OPC1"
"217","SS_MAASTRO_5054",2.13641511383688,7,-0.138793899999999,"BD2","OPC1"
"218","SS_MAASTRO_5978",0.815049810261621,3,0.607700600000003,"BD2","OPC2"
"219","SS_MAASTRO_7174",1.16693106230382,4,0.203490800000003,"BD2","OPC2"
"220","SS_MAASTRO_8625",1.50162595943879,5,-0.0415523999999973,"BD2","OPC3"
"221","SS_MAASTRO_5855",2.19407951653559,7,-0.0756890999999976,"BD2","OPC1"
"222","SS_MAASTRO_6952",1.32995919092997,4,0.00593120000000275,"BD2","OPC3"
"223","SS_VUMC_OP_7410",1.57369869398664,5,0.219350000000002,"BD2","OPC1"
"224","SS_VUMC_OP_7702",1.04311745794719,3,-0.0505037999999973,"BD2","OPC3"
"225","SS_VUMC_OP_3110",1.38220808500219,5,0.00432200000000272,"BD2","OPC1"
"226","SS_INT_0196",1.3038720200728,4,-0.0876405999999973,"BD2","OPC1"
"227","SS_INT_0323",1.08906040090668,4,0.114482800000003,"BD2","OPC3"
"228","SS_INT_0315",1.06129813526751,4,-0.137068099999998,"BD2","OPC1"
"229","SS_INT_0307",1.43420934075962,5,-0.140583599999998,"BD2","OPC3"
"230","SS_VUMC_OP_3149",0.931440309416997,3,0.0967238000000027,"BD2","OPC3"
"231","SS_VUMC_OP_1062",0.837518204545832,3,0.0505278000000021,"BD2","OPC2"
"232","SS_VUMC_OP_3100",1.69147170987693,6,0.0667529000000018,"BD2","OPC1"
"233","SS_VUMC_OP_2899",1.26439970983799,4,0.105001800000002,"BD2","OPC2"
"234","SS_VUMC_OP_5712",1.78602996247028,6,0.103856200000003,"BD2","OPC1"
"235","SS_VUMC_OP_7387",0.766296862988604,3,0.0855200000000027,"BD2","OPC2"
"236","SS_VUMC_OP_8182",1.11458286851057,4,0.110636800000003,"BD2","OPC1"
"237","SS_VUMC_OP_3103",0.88693994000281,3,-0.0207791999999973,"BD2","OPC3"
"238","SS_VUMC_OP_9957",1.48319030941637,5,0.0226786000000022,"BD2","OPC1"
"239","SS_VUMC_OP_264",1.0498242287878,3,-0.0177410999999982,"BD2","OPC3"
"240","SS_INT_0292",1.86460265532392,6,-0.189733599999997,"BD2","OPC1"
"241","SS_INT_0297",1.42033993026413,5,0.0171350000000027,"BD2","OPC3"
"242","SS_INT_0296",1.36463180038899,5,0.188350200000003,"BD2","OPC2"
"243","SS_INT_0154",0.984265549674462,3,0.125039400000003,"BD2","OPC1"
"244","SS_INT_0300",1.13346957630629,4,-0.0143332999999975,"BD2","OPC1"
"245","SS_INT_0291",1.21769466631229,4,0.151324200000003,"BD2","OPC3"
"246","SS_INT_0312",2.03705126650459,7,-0.0200017999999973,"BD2","OPC3"
"247","SS_MAASTRO_411",1.15083910385649,4,0.134678800000003,"BD2","OPC1"
"248","SS_INT_0460",1.9772490019101,7,0.00928840000000216,"BD2","OPC1"
"249","SS_VUMC_OP_8325",0.558439032818452,2,0.131128200000003,"BD2","OPC2"
"250","SS_VUMC_OP_7756",0.953272401181702,3,0.0301792000000015,"BD2","OPC1"
"251","SS_VUMC_OP_707",1.16661586485393,4,0.151324200000003,"BD2","OPC3"
"252","SS_VUMC_OP_6402",0.920541554378446,3,-0.0284731999999973,"BD2","OPC2"
"253","SS_VUMC_OP_702",1.78010652171906,6,0.0830145000000024,"BD2","OPC1"
"254","SS_VUMC_OP_1122",1.29683752522797,4,-0.0669081999999973,"BD2","OPC1"
"255","SS_VUMC_OP_6197",1.86517528856401,6,0.161172800000002,"BD2","OPC1"
"256","SS_VUMC_OP_6390",0.752669952357927,3,0.158840000000003,"BD2","OPC2"
"257","SS_VUMC_OP_6756",1.96061422472867,7,-0.0213407999999973,"BD2","OPC1"
"258","SS_VUMC_OP_3931",0.951079800101229,3,-0.0101369999999973,"BD2","OPC1"
"259","SS_VUMC_OP_6273",1.21770296441199,4,0.0464618000000027,"BD2","OPC1"
"260","SS_VUMC_OP_3209",0.802770567586283,3,-0.000623999999997295,"BD2","OPC3"
"261","SS_VUMC_OP_9573",1.12874063677327,4,0.159397900000001,"BD2","OPC2"
"262","SS_VUMC_OP_604",1.25108632672443,4,0.00263270000000246,"BD2","OPC2"
"263","SS_VUMC_OP_9555",1.9976887607753,7,0.128916600000003,"BD2","OPC2"
"264","SS_VUMC_OP_1817",1.31045716644588,4,0.0762747000000024,"BD2","OPC3"
"265","SS_VUMC_OP_6266",1.45252468257651,5,-0.0577240999999988,"BD2","OPC1"
"266","SS_INT_0412",0.973839982318371,3,0.0169572000000022,"BD2","OPC3"
"267","SS_INT_MI_0223",1.53532763443902,5,0.0483147000000025,"BD2","OPC2"
"268","SS_VUMC_OP_2720",1.59756118335049,5,-0.0467529999999973,"BD2","OPC1"
"269","SS_MAASTRO_1336",1.26028656894121,4,-0.0107542999999975,"BD2","OPC3"
"270","SS_MAASTRO_9595",0.863556042348729,3,-0.0149081999999985,"BD2","OPC3"
"271","SS_MAASTRO_4064",1.0905619307907,4,-0.0338583999999973,"BD2","OPC3"
"272","SS_INT_0279",1.19639413516176,4,-0.0467529999999973,"BD2","OPC1"
